observ,profile1,tectonics1,tg1,profile2,tectonics2,profile3,tg2,tectonics3,tg3,profile4,tectonics4,tg4,profile5,tectonics5,tg5,profile6,tectonics6,tg6,profile7,tectonics7,tg7,profile8,tectonics8,tg8,profile9,tectonics9,tg9,profile10,tectonics10,tg10,profile11,tectonics11,tg11,profile12,tectonics12,tg12,profile13,tectonics13,tg13,profile14,tectonics14,tg14,profile15,tectonics15,tg15,profile16,tectonics16,tg16,profile17,tectonics17,tg17,profile18,tectonics18,tg18,profile19,tectonics19,tg19,profile20,tectonics20,tg20,profile21,tectonics21,tg21,profile22,tectonics22,tg22,profile23,tectonics23,tg23,profile24,tectonics24,tg24,profile25,tectonics25,tg25
510,-950,Ph,0.05959421,-1800,Ma,-4950,0.05889147,Pc,0.07532998,-4400,Pc,0.06502649,-3600,Pc,0.06545271,-2400,Pc,0.07206682,-2450,Pc,0.07767503,-3750,Pc,0.07206682,-3000,Pc,0.07532998,-2450,Pc,0.06588456,-2250,Pc,0.06031394,-3000,Pc,0.06813234,-5200,Pc,0.06721504,-4650,Pc,0.05854629,-3600,Ma,0.05469926,-4000,Ma,0.0553049,-3750,Ma,0.0553049,-6750,Ma,0.05268023,-7700,Pc,0.05500041,-9100,Pc,0.05324171,-9150,Pc,0.04720483,-3200,Ca,0.05132705,-3200,Ca,0.08082045,-1150,Ca,0.08082045,-4050,Ca,0.06721504
511,-950,Ph,0.05959421,-1800,Ma,-4950,0.05889147,Pc,0.07532998,-4350,Pc,0.06502649,-3600,Pc,0.06545271,-2400,Pc,0.07206682,-2450,Pc,0.07767503,-3650,Pc,0.07206682,-2800,Pc,0.07532998,-2500,Pc,0.06588456,-2250,Pc,0.06031394,-3050,Pc,0.06813234,-5150,Pc,0.06721504,-4700,Pc,0.05854629,-4500,Ma,0.05469926,-4000,Ma,0.0553049,-3750,Ma,0.0553049,-6750,Ma,0.05268023,-9050,Pc,0.05500041,-9100,Pc,0.05324171,-9100,Pc,0.04720483,-3200,Ca,0.05132705,-3050,Ca,0.08082045,-1150,Ca,0.08082045,-4000,Ca,0.06721504
512,-750,Ph,0.05959421,-1850,Ma,-1200,0.05889147,Pc,0.07532998,-4350,Pc,0.06502649,-2950,Pc,0.06545271,-2500,Pc,0.07206682,-2450,Pc,0.07767503,-3650,Pc,0.07206682,-2800,Pc,0.07532998,-2500,Pc,0.06588456,-2400,Pc,0.06031394,-3050,Pc,0.06813234,-5150,Pc,0.06721504,-4700,Pc,0.05854629,-4500,Ma,0.05469926,-4000,Ma,0.0553049,-4650,Ma,0.0553049,-6700,Ma,0.05268023,-9050,Pc,0.05500041,-9300,Pc,0.05324171,-9100,Pc,0.04720483,-3100,Ca,0.05132705,-3050,Ca,0.08082045,-1200,Ca,0.08082045,-4000,Ca,0.06721504
513,-750,Ph,0.05959421,-1850,Ma,-1200,0.05889147,Pc,0.07532998,-4450,Pc,0.06502649,-2950,Pc,0.06545271,-2500,Pc,0.07206682,-2450,Pc,0.07767503,-3700,Pc,0.07206682,-3050,Pc,0.07532998,-2550,Pc,0.06588456,-2400,Pc,0.06031394,-3050,Pc,0.06813234,-5350,Pc,0.06721504,-4750,Pc,0.05854629,-4550,Ma,0.05469926,-3950,Ma,0.0553049,-4650,Ma,0.0553049,-6700,Ma,0.05268023,-9100,Pc,0.05500041,-9300,Pc,0.05324171,-8400,Pc,0.04720483,-3100,Ca,0.05132705,-3100,Ca,0.08082045,-1200,Ca,0.08082045,-3950,Ca,0.06721504
514,-1000,Ph,0.05959421,-4750,Ma,-1250,0.05889147,Pc,0.07532998,-4450,Pc,0.06502649,-2950,Pc,0.06545271,-2450,Pc,0.07206682,-2700,Pc,0.07767503,-3700,Pc,0.07206682,-3050,Pc,0.07532998,-2550,Pc,0.06588456,-1650,Pc,0.06031394,-3050,Pc,0.06813234,-5350,Pc,0.06721504,-4750,Pc,0.05854629,-4550,Ma,0.05469926,-3950,Ma,0.0553049,-4050,Ma,0.0553049,-6650,Ma,0.05268023,-9100,Pc,0.05500041,-8400,Pc,0.05324171,-8400,Pc,0.04720483,-3050,Ca,0.05132705,-3100,Ca,0.08082045,-1250,Ca,0.08082045,-3950,Ca,0.06721504
515,-1000,Ph,0.05959421,-4750,Ma,-1250,0.05889147,Pc,0.07532998,-3950,Pc,0.06502649,-2950,Pc,0.06545271,-2450,Pc,0.07206682,-2700,Pc,0.07767503,-3700,Pc,0.07206682,-2750,Pc,0.07532998,-2600,Pc,0.06588456,-1650,Pc,0.06031394,-3100,Pc,0.06813234,-5350,Pc,0.06721504,-4800,Pc,0.05854629,-4600,Ma,0.05469926,-3950,Ma,0.0553049,-4050,Ma,0.0553049,-6650,Ma,0.05268023,-8400,Pc,0.05500041,-8400,Pc,0.05324171,-4800,Pc,0.04720483,-3050,Ca,0.05132705,-3150,Ca,0.08082045,-1250,Ca,0.08082045,-3900,Ca,0.06721504
516,-1250,Ph,0.05959421,-7200,Ma,-1300,0.05889147,Pc,0.07532998,-3950,Pc,0.06502649,-2950,Pc,0.06545271,-2550,Pc,0.07206682,-2700,Pc,0.07767503,-3700,Pc,0.07206682,-2750,Pc,0.07532998,-2600,Pc,0.06588456,-1700,Pc,0.06031394,-3100,Pc,0.06813234,-5350,Pc,0.06721504,-4800,Pc,0.05854629,-4600,Ma,0.05469926,-3950,Ma,0.0553049,-3600,Ma,0.0553049,-6600,Ma,0.05268023,-8400,Pc,0.05500041,-4900,Pc,0.05324171,-4800,Pc,0.04720483,-3150,Ca,0.05132705,-3150,Ca,0.08082045,-4250,Ca,0.08082045,-3900,Ca,0.06721504
517,-1250,Ph,0.05959421,-7200,Ma,-1300,0.05889147,Pc,0.07532998,-4000,Pc,0.06502649,-2950,Pc,0.06545271,-2550,Pc,0.07206682,-2700,Pc,0.07767503,-3700,Pc,0.07206682,-2900,Pc,0.07532998,-2650,Pc,0.06588456,-1700,Pc,0.06031394,-3100,Pc,0.06813234,-5300,Pc,0.06721504,-4850,Pc,0.05854629,-4000,Ma,0.05469926,-4150,Ma,0.0553049,-3600,Ma,0.0553049,-6600,Ma,0.05268023,-8900,Pc,0.05500041,-4900,Pc,0.05324171,-4750,Pc,0.04720483,-3150,Ca,0.05132705,-2700,Ca,0.08082045,-4250,Ca,0.08082045,-4850,Ca,0.06721504
518,-1200,Ph,0.05959421,-6950,Ma,-1350,0.05889147,Pc,0.07532998,-4000,Pc,0.06502649,-2950,Pc,0.06545271,-2250,Pc,0.07206682,-2750,Pc,0.07767503,-3700,Pc,0.07206682,-2900,Pc,0.07532998,-2650,Pc,0.06588456,-1750,Pc,0.06031394,-3100,Pc,0.06813234,-5300,Pc,0.06721504,-4850,Pc,0.05854629,-4000,Pc,0.05469926,-4150,Ma,0.0553049,-1850,Ma,0.0553049,-6550,Ma,0.05268023,-8900,Pc,0.05500041,-4200,Pc,0.05324171,-4750,Pc,0.04720483,-9400,Ca,0.05132705,-2700,Ca,0.08082045,-4300,Ca,0.08082045,-4850,Ca,0.06721504
519,-1200,Ph,,-6950,Ma,-1350,,Pc,,,,,-2950,Pc,,-2250,Pc,,-2750,Pc,,-3850,Pc,,-3300,Pc,,-2000,Pc,,-1750,Pc,,-3150,Pc,,-5300,Pc,,-4350,Pc,,-4000,Pc,,-4200,Ma,,-1850,Ma,,-6550,Ma,,-8950,Pc,,-4200,Pc,,-4850,Pc,,-9400,Pc,,-2750,Pc,,-4300,Pc,,-4800,Pc,
520,-2150,Ph,,-7000,Ma,-1400,,Pc,,,,,-3000,Pc,,-2250,Pc,,-2750,Pc,,-3850,Pc,,-3300,Pc,,-2000,Pc,,-1800,Pc,,-3150,Pc,,-5300,Pc,,-4350,Pc,,-4000,Pc,,-4200,Pc,,-1850,Ma,,-6150,Ma,,-8950,Pc,,-4450,Pc,,-4850,Pc,,-9650,Pc,,-2750,Pc,,-4350,Pc,,-4800,Pc,
521,-2150,Ph,,-7000,Ma,-1400,,Pc,,,,,-3000,Pc,,-2250,Pc,,-2750,Pc,,-3850,Pc,,-3100,Pc,,-2050,Pc,,-1800,Pc,,-3150,Pc,,-5250,Pc,,-4400,Pc,,-3950,Pc,,-4250,Pc,,-1850,Ma,,-6150,Ma,,-9000,Pc,,-4450,Pc,,-4900,Pc,,-9650,Pc,,-2800,Pc,,-4350,Pc,,-4150,Pc,
522,-2050,Ph,,-7050,Ma,-1450,,Pc,,,,,-3000,Pc,,-2600,Pc,,-2800,Pc,,-3850,Pc,,-3100,Pc,,-2050,Pc,,-1850,Pc,,-3150,Pc,,-5250,Pc,,-4400,Pc,,-3950,Pc,,-4250,Pc,,-1800,Ma,,-6900,Ma,,-9000,Pc,,-3100,Pc,,-4900,Pc,,-9550,Pc,,-2800,Pc,,-4400,Pc,,-4150,Pc,
523,-2050,Ph,,-7050,Ma,-1450,,Pc,,,,,-3000,Pc,,-2600,Pc,,-2800,Pc,,-3850,Pc,,-3350,Pc,,-2100,Pc,,-1850,Pc,,-3200,Pc,,-5250,Pc,,-4300,Pc,,-3950,Pc,,-4300,Pc,,-1800,Ma,,-6900,Ma,,-3400,Pc,,-3100,Pc,,-3250,Pc,,-9550,Pc,,-2850,Pc,,-4400,Pc,,-4200,Pc,
524,-2000,Ph,,-7300,Ma,-1500,,Pc,,,,,-3000,Pc,,-2650,Pc,,-2800,Pc,,-3850,Pc,,-3350,Pc,,-2100,Pc,,-3550,Pc,,-3200,Pc,,-5250,Pc,,-4300,Pc,,-3950,Pc,,-4300,Pc,,-1800,Ma,,-6200,Ma,,-3400,Pc,,-3000,Pc,,-3250,Pc,,-9600,Pc,,-2850,Pc,,-4450,Pc,,-4200,Pc,
525,-2000,Ph,,-7300,Ma,-1500,,Pc,,,,,-3000,Pc,,-2650,Pc,,-2800,Pc,,-3900,Pc,,-3350,Pc,,-2150,Pc,,-3550,Pc,,-3200,Pc,,-5100,Pc,,-4450,Pc,,-4050,Pc,,-4100,Pc,,-1800,Ma,,-6200,Ma,,-3350,Pc,,-3000,Pc,,-3250,Pc,,-9600,Pc,,-2900,Pc,,-4450,Pc,,-6350,Pc,
526,-1950,Ph,,-7100,Ma,-1000,,Pc,,,,,-3050,Pc,,-4550,Pc,,-2550,Pc,,-3900,Pc,,-3350,Pc,,-2150,Pc,,-3600,Pc,,-3200,Pc,,-5100,Pc,,-4450,Pc,,-4050,Pc,,-4100,Pc,,-1750,Ma,,-6250,Ma,,-3350,Pc,,-3350,Pc,,-3250,Pc,,-7400,Pc,,-2900,Pc,,-3950,Pc,,-6350,Pc,
527,-1950,Ph,,-7100,Ma,-1000,,Pc,,,,,-3050,Pc,,-4550,Pc,,-2550,Pc,,-5400,Pc,,-3150,Pc,,-2200,Pc,,-3600,Pc,,-3200,Pc,,-5200,Pc,,-4250,Pc,,-3850,Pc,,-4050,Pc,,-1750,Ma,,-6250,Ma,,-3300,Pc,,-3350,Pc,,-3000,Pc,,-7400,Pc,,-3300,Pc,,-3950,Pc,,-6300,Pc,
528,-2100,Ph,,-7250,Ma,-1050,,Pc,,,,,-3050,Pc,,-4500,Pc,,-2500,Pc,,-5400,Pc,,-3150,Pc,,-2200,Pc,,-8100,Pc,,-3200,Pc,,-5200,Pc,,-4250,Pc,,-3850,Pc,,-4050,Pc,,-1750,Ma,,-6850,Ma,,-3300,Pc,,-3300,Pc,,-3000,Pc,,-8850,Pc,,-3300,Pc,,-3950,Pc,,-6300,Pc,
529,-2100,Ph,,-7250,Ma,-1050,,Pc,,,,,-3050,Pc,,-4500,Pc,,-2500,Pc,,-5400,Pc,,-3200,Pc,,-2250,Pc,,-8100,Pc,,-3250,Pc,,-5600,Pc,,-4500,Pc,,-3800,Pc,,-3650,Pc,,-1750,Ma,,-6850,Ma,,-3250,Pc,,-3300,Pc,,-3000,Pc,,-8850,Pc,,-2950,Pc,,-3950,Pc,,-6700,Pc,
530,-2200,Ph,,-7150,Ma,-1100,,Pc,,,,,-3050,Pc,,-4450,Pc,,-2300,Pc,,-5400,Pc,,-3200,Pc,,-2250,Pc,,-8150,Pc,,-3250,Pc,,-5600,Pc,,-4500,Pc,,-3800,Pc,,-3650,Pc,,-1950,Ma,,-6050,Ma,,-3250,Pc,,-3250,Pc,,-3000,Pc,,-8800,Pc,,-2950,Pc,,-2950,Pc,,-6700,Pc,
531,-2200,Ph,,-7150,Ma,-1100,,Pc,,,,,-3050,Pc,,-4450,Pc,,-2300,Pc,,-5400,Pc,,-3200,Pc,,-2300,Pc,,-8150,Pc,,-3250,Pc,,-5550,Pc,,-4200,Pc,,-3750,Pc,,-3500,Pc,,-1950,Ma,,-6050,Ma,,-3150,Pc,,-3250,Pc,,-3200,Pc,,-8800,Pc,,-2500,Pc,,-2950,Pc,,-6650,Pc,
532,-1750,Ph,,-6800,Ma,-1150,,Pc,,,,,-3100,Pc,,-4400,Pc,,-2300,Pc,,-5400,Pc,,-3200,Pc,,-2300,Pc,,-7850,Pc,,-3250,Pc,,-5550,Pc,,-4200,Pc,,-3750,Pc,,-3500,Pc,,-1700,Ma,,-6800,Ma,,-3150,Pc,,-3200,Pc,,-3200,Pc,,-8500,Pc,,-2500,Pc,,-4500,Pc,,-6650,Pc,
533,-1750,Ph,,-6800,Ma,-1150,,Pc,,,,,-3100,Pc,,-4400,Pc,,-2300,Pc,,-5450,Pc,,-3250,Pc,,-1950,Pc,,-7850,Pc,,-3250,Pc,,-5500,Pc,,-3850,Pc,,-3700,Pc,,-3450,Pc,,-1700,Ma,,-6800,Ma,,-3000,Pc,,-3200,Pc,,-3200,Pc,,-8500,Pc,,-2600,Pc,,-4500,Pc,,-6600,Pc,
534,-1800,Ph,,-6850,Ma,-2650,,Pc,,,,,-3100,Pc,,-4350,Pc,,-2150,Pc,,-5450,Pc,,-3250,Pc,,-1950,Pc,,-7900,Pc,,-3250,Pc,,-5500,Pc,,-3850,Pc,,-3700,Pc,,-3450,Pc,,-1650,Ma,,-7000,Ma,,-3000,Pc,,-3150,Pc,,-3200,Pc,,-8450,Pc,,-2600,Pc,,-2800,Pc,,-6600,Pc,
535,-1800,Ph,,-6850,Ma,-2650,,Pc,,,,,-3100,Pc,,-4350,Pc,,-2150,Pc,,-5450,Pc,,-5700,Pc,,-3600,Pc,,-7900,Pc,,-2850,Pc,,-5450,Pc,,-3950,Pc,,-3650,Pc,,-3700,Pc,,-1650,Ma,,-7000,Ma,,-3100,Pc,,-3150,Pc,,-3050,Pc,,-8450,Pc,,-2550,Pc,,-2800,Pc,,-6550,Pc,
536,-1700,Ph,,-6900,Ma,-2650,,Pc,,,,,-3100,Pc,,-4050,Pc,,-2200,Pc,,-5450,Pc,,-5700,Pc,,-3600,Pc,,-7950,Pc,,-2850,Pc,,-5450,Pc,,-3950,Pc,,-3650,Pc,,-3700,Pc,,-1600,Ma,,-6950,Ma,,-3100,Pc,,-3050,Pc,,-3050,Pc,,-8650,Pc,,-2550,Pc,,-4000,Pc,,-6550,Pc,
537,-1700,Ph,,-6900,Ma,-2650,,Pc,,,,,-3100,Pc,,-4050,Pc,,-2200,Pc,,-5050,Pc,,-5700,Pc,,-3600,Pc,,-7950,Pc,,-2900,Pc,,-5400,Pc,,-3900,Pc,,-3600,Pc,,-4200,Pc,,-1600,Ma,,-6950,Ma,,-3050,Pc,,-3050,Pc,,-3050,Pc,,-8650,Pc,,-2550,Pc,,-4000,Pc,,-6500,Pc,
538,-1400,Ph,,-6650,Ma,-2650,,Pc,,,,,-3150,Pc,,-4000,Pc,,-2250,Pc,,-5050,Pc,,-5700,Pc,,-3600,Pc,,-8300,Pc,,-2900,Pc,,-5400,Pc,,-3900,Pc,,-3600,Pc,,-4200,Pc,,-1550,Ma,,-6100,Ma,,-3050,Pc,,-2850,Pc,,-3050,Pc,,-8700,Pc,,-2550,Pc,,-4750,Pc,,-6500,Pc,
539,-1400,Ph,,-6650,Ma,-2650,,Pc,,,,,-3150,Pc,,-4000,Pc,,-2250,Pc,,-5100,Pc,,-5750,Pc,,-3650,Pc,,-8300,Pc,,-700,Pc,,-5750,Pc,,-4000,Pc,,-4100,Pc,,-4150,Pc,,-1550,Ma,,-6100,Ma,,-2550,Pc,,-2850,Pc,,-3100,Pc,,-8700,Pc,,-2450,Pc,,-4750,Pc,,-6450,Pc,
540,-1300,Ph,,-6700,Ma,-2600,,Pc,,,,,-3150,Pc,,-4000,Pc,,-2250,Pc,,-5100,Pc,,-5750,Pc,,-3650,Pc,,-8000,Pc,,-700,Pc,,-5750,Pc,,-4000,Pc,,-4100,Pc,,-4150,Pc,,-1500,Ma,,-7150,Ma,,-2550,Pc,,-2900,Pc,,-3100,Pc,,-8600,Pc,,-2450,Pc,,-3900,Pc,,-6450,Pc,
541,-1300,Ph,,-6700,Ma,-2600,,Pc,,,,,-3150,Pc,,-4000,Pc,,-2250,Pc,,-5150,Pc,,-5750,Pc,,-3700,Pc,,-8000,Pc,,-900,Pc,,-4350,Pc,,-4050,Pc,,-4300,Pc,,-4100,Pc,,-1500,Ma,,-7150,Ma,,-2600,Pc,,-2900,Pc,,-3100,Pc,,-8600,Pc,,-3450,Pc,,-3900,Pc,,-6400,Pc,
542,-1350,Ph,,-6750,Ma,-3250,,Pc,,,,,-3150,Pc,,-4100,Pc,,-3850,Pc,,-5150,Pc,,-5750,Pc,,-3700,Pc,,-8050,Pc,,-900,Pc,,-4350,Pc,,-4050,Pc,,-4300,Pc,,-4100,Pc,,-1450,Ma,,-7100,Ma,,-2600,Pc,,-2950,Pc,,-3100,Pc,,-8550,Pc,,-3450,Pc,,-3900,Pc,,-6400,Pc,
543,-1350,Ph,,-6750,Ma,-3250,,Pc,,,,,-3150,Pc,,-4100,Pc,,-3850,Pc,,-5200,Pc,,-5800,Pc,,-7000,Pc,,-8050,Pc,,-850,Pc,,-4400,Pc,,-4100,Pc,,-4350,Pc,,-4050,Pc,,-1450,Ma,,-7100,Ma,,-2650,Pc,,-2950,Pc,,-3150,Pc,,-8550,Pc,,-3450,Pc,,-3900,Pc,,-7000,Pc,
544,-2250,Ph,,-6600,Ma,-3200,,Pc,,,,,-3200,Pc,,-4050,Pc,,-3850,Pc,,-5200,Pc,,-5800,Pc,,-7000,Pc,,-7000,Pc,,-850,Pc,,-4400,Pc,,-4100,Pc,,-4350,Pc,,-4050,Pc,,-4150,Ma,,-7050,Ma,,-2650,Pc,,-3500,Pc,,-3150,Pc,,-8750,Pc,,-3450,Pc,,-3900,Pc,,-7000,Pc,
545,-2250,Ph,,-6600,Ma,-3200,,Pc,,,,,-3200,Pc,,-4050,Pc,,-3850,Pc,,-5250,Pc,,-5800,Pc,,-6650,Pc,,-7000,Pc,,-950,Pc,,-4450,Pc,,-4150,Pc,,-4400,Pc,,-3550,Pc,,-4150,Ma,,-7050,Ma,,-2700,Pc,,-3500,Pc,,-3150,Pc,,-8750,Pc,,-3400,Pc,,-3900,Pc,,-6950,Pc,
546,-2300,Ph,,-7900,Ma,-2450,,Pc,,,,,-3200,Pc,,-4200,Pc,,-3900,Pc,,-5250,Pc,,-5800,Pc,,-6650,Pc,,-6650,Pc,,-950,Pc,,-4450,Pc,,-4150,Pc,,-4400,Pc,,-3550,Pc,,-2250,Ma,,-7300,Ma,,-2700,Pc,,-3450,Pc,,-3150,Pc,,-9000,Pc,,-3400,Pc,,-3750,Pc,,-6950,Pc,
547,-2300,Ph,,-7900,Ma,-2450,,Pc,,,,,-3200,Pc,,-4200,Pc,,-3900,Pc,,-5300,Pc,,-5850,Pc,,-6700,Pc,,-6650,Pc,,-800,Pc,,-4450,Pc,,-5750,Pc,,-4450,Pc,,-3600,Pc,,-2250,Ma,,-7300,Ma,,-2900,Pc,,-3450,Pc,,-2700,Pc,,-9000,Pc,,-3350,Pc,,-3750,Pc,,-6900,Pc,
548,-4750,Ph,,-6500,Ma,-3150,,Pc,,,,,-3200,Pc,,-4150,Pc,,-3900,Pc,,-5300,Pc,,-5850,Pc,,-6700,Pc,,-6700,Pc,,-800,Pc,,-4500,Pc,,-5750,Pc,,-4450,Pc,,-3600,Pc,,-2450,Ma,,-7250,Ma,,-2900,Pc,,-3400,Pc,,-2700,Pc,,-9050,Pc,,-3350,Pc,,-3750,Pc,,-6900,Pc,
549,-3100,Ph,,-6500,Ma,-3150,,Pc,,,,,-3200,Pc,,-4150,Pc,,-3900,Pc,,-5350,Pc,,-5850,Pc,,-6750,Pc,,-6700,Pc,,-750,Pc,,-4500,Pc,,-5800,Pc,,-4100,Pc,,-2850,Pc,,-2450,Ma,,-7250,Ma,,-3200,Pc,,-3400,Pc,,-2700,Pc,,-9050,Pc,,-2650,Pc,,-3750,Pc,,-6850,Pc,
550,-3100,Ph,,-7950,Ma,-2700,,Pc,,,,,-3250,Pc,,,,,-3950,Pc,,-5350,Pc,,-5850,Pc,,-6750,Pc,,-6750,Pc,,-750,Pc,,-4500,Pc,,-5800,Pc,,-4100,Pc,,-2850,Pc,,-2400,Ma,,-7200,Ma,,-3200,Pc,,-1550,Pc,,-2700,Pc,,-8950,Pc,,-2650,Pc,,-3750,Pc,,-6850,Pc,
551,-7200,Ph,,-7950,Ma,-2700,,Pc,,,,,-3250,Pc,,,,,-3950,Pc,,-4700,Pc,,-4650,Pc,,-6800,Pc,,-6750,Pc,,-1000,Pc,,-4250,Pc,,-3500,Pc,,-4000,Pc,,-2900,Pc,,-2400,Ma,,-7200,Pc,,-2950,Pc,,-1550,Pc,,-2750,Pc,,-8950,Pc,,-3650,Pc,,-3750,Pc,,-6800,Pc,
552,-7200,Ph,,-8000,Ma,-2700,,Pc,,,,,-3250,Pc,,,,,-3950,Pc,,-4750,Pc,,-4550,Pc,,-6800,Pc,,-6800,Pc,,-1000,Pc,,-4250,Pc,,-3500,Pc,,-4000,Pc,,-2900,Pc,,-2350,Ma,,-3550,Pc,,-2950,Pc,,-1600,Pc,,-2750,Pc,,-8900,Pc,,-3650,Pc,,-3850,Pc,,-6800,Pc,
553,-6950,Ph,,-8000,Ma,-2700,,Pc,,,,,-3250,Pc,,,,,-3950,Pc,,-4800,Pc,,-4550,Pc,,-6850,Pc,,-6800,Pc,,-2050,Pc,,-4300,Pc,,-3450,Pc,,-3950,Pc,,-2950,Pc,,-2350,Ma,,-3550,Pc,,-3350,Pc,,-1600,Pc,,-2750,Pc,,-8900,Pc,,-3650,Pc,,-3850,Pc,,-6750,Pc,
554,-6950,Pc,,-6550,Ma,-2700,,Pc,,,,,-3250,Pc,,,,,-4000,Pc,,-4850,Pc,,-4600,Pc,,-6850,Pc,,-6850,Pc,,-2050,Pc,,-4300,Pc,,-3450,Pc,,-3950,Pc,,-2950,Pc,,-2300,Ma,,-8050,Pc,,-3350,Pc,,-1650,Pc,,-2750,Pc,,-9250,Pc,,-3650,Pc,,-3850,Pc,,-6750,Pc,
555,-7000,Pc,,-6550,Ma,-2700,,Pc,,,,,-3250,Pc,,,,,-4000,Pc,,-4850,Pc,,-4600,Pc,,-6900,Pc,,-6850,Pc,,-2100,Pc,,-4350,Pc,,-3400,Pc,,-3900,Pc,,-2600,Pc,,-2300,Ma,,-8050,Pc,,-3350,Pc,,-1650,Pc,,-2750,Pc,,-9250,Pc,,-3600,Pc,,-3850,Pc,,-7400,Pc,
556,-7000,Pc,,-7800,Ma,-1700,,Pc,,,,,-2850,Pc,,,,,-4000,Pc,,-4850,Pc,,-3600,Pc,,-6900,Pc,,-6900,Pc,,-2100,Pc,,-4350,Pc,,-3400,Pc,,-3900,Pc,,-2600,Pc,,-2000,Ma,,-8200,Pc,,-3350,Pc,,-1700,Pc,,-2750,Pc,,-9200,Pc,,-3600,Pc,,-3850,Pc,,-7400,Pc,
557,-7050,Pc,,-7800,Ma,-1700,,Pc,,,,,-2850,Pc,,,,,-4000,Pc,,-4850,Pc,,-3600,Pc,,-6950,Pc,,-6900,Pc,,-1250,Pc,,-4300,Pc,,-3350,Pc,,-1300,Pc,,-2650,Pc,,-2000,Ma,,-8200,Pc,,-3300,Pc,,-1700,Pc,,-2800,Pc,,-9200,Pc,,-3600,Pc,,-3850,Pc,,-7100,Pc,
558,-7050,Pc,,-6300,Ma,-1750,,Pc,,,,,-2850,Pc,,,,,-3600,Pc,,-4900,Pc,,-3650,Pc,,-6950,Pc,,-6950,Pc,,-1250,Pc,,-4300,Pc,,-3350,Pc,,-1300,Pc,,-2650,Pc,,-4100,Ma,,-8100,Pc,,-3300,Pc,,-1750,Pc,,-2800,Pc,,-9150,Pc,,-3600,Pc,,-3800,Pc,,-7100,Pc,
559,-7300,Pc,,-6300,Ma,-1750,,Pc,,,,,-2850,Pc,,,,,-3600,Pc,,-4900,Pc,,-3650,Pc,,-6300,Pc,,-6950,Pc,,-1200,Pc,,-4100,Pc,,-3300,Pc,,-1400,Pc,,-2700,Pc,,-4100,Ma,,-8100,Pc,,-3300,Pc,,-1750,Pc,,-2800,Pc,,-9150,Pc,,-3550,Pc,,-3800,Pc,,-7300,Pc,
560,-7300,Pc,,-7350,Ma,-2750,,Pc,,,,,-2850,Pc,,,,,-3700,Pc,,-4950,Pc,,-4350,Pc,,-6300,Pc,,-6300,Pc,,-1200,Pc,,-4100,Pc,,-3300,Pc,,-1400,Pc,,-2700,Pc,,-2050,Ma,,-8150,Pc,,-3300,Pc,,-1800,Pc,,-2800,Pc,,-9100,Pc,,-3550,Pc,,-3800,Pc,,-7300,Pc,
561,-7100,Pc,,-7350,Ma,-2750,,Pc,,,,,-2850,Pc,,,,,-3700,Pc,,-4950,Pc,,-4350,Pc,,-6350,Pc,,-6300,Pc,,-3900,Pc,,-4150,Pc,,-3950,Pc,,-1350,Pc,,-2750,Pc,,-2050,Ma,,-8150,Pc,,-3250,Pc,,-1800,Pc,,-2800,Pc,,-9100,Pc,,-3550,Pc,,-3800,Pc,,-7350,Pc,
562,-7100,Pc,,-6350,Ma,-2750,,Pc,,,,,-2900,Pc,,,,,-3650,Pc,,-5000,Pc,,-4400,Pc,,-6350,Pc,,-6350,Pc,,-3900,Pc,,-4150,Pc,,-3950,Pc,,-1350,Pc,,-2750,Pc,,-2100,Ma,,-7500,Pc,,-3250,Pc,,-550,Pc,,-2800,Pc,,-2000,Pc,,-3550,Pc,,-3800,Pc,,-7350,Pc,
563,-7250,Pc,,-6350,Ma,-2750,,Pc,,,,,-2900,Pc,,,,,-3650,Pc,,-5000,Pc,,-4400,Pc,,-6400,Pc,,-6350,Pc,,-3850,Pc,,-4200,Pc,,-3950,Pc,,-5650,Pc,,-2800,Pc,,-2100,Ma,,-7500,Pc,,-3400,Pc,,-550,Pc,,-2850,Pc,,-2000,Pc,,-3500,Pc,,-3800,Pc,,-7050,Pc,
564,-7250,Pc,,-7850,Ma,-2750,,Pc,,,,,-2900,Pc,,,,,-2200,Pc,,-5000,Pc,,-4450,Pc,,-6400,Pc,,-6400,Pc,,-3850,Pc,,-4200,Pc,,-3950,Pc,,-5650,Pc,,-2800,Pc,,-2150,Ma,,-7450,Pc,,-3400,Pc,,-500,Pc,,-2850,Pc,,-8400,Pc,,-3500,Pc,,-4700,Pc,,-7050,Pc,
565,-7150,Pc,,-7850,Ma,-2750,,Pc,,,,,-2900,Pc,,,,,-2200,Pc,,-5000,Pc,,-4450,Pc,,-6450,Pc,,-6400,Pc,,-3400,Pc,,-4400,Pc,,-3950,Pc,,-5700,Pc,,-1700,Pc,,-2150,Ma,,-7450,Pc,,-3200,Pc,,-500,Pc,,-2850,Pc,,-8400,Pc,,-3500,Pc,,-4700,Pc,,-5750,Pc,
